,Value,Successor,Res_Cap1,Res_Cap2,Res_Cap3,Res_Cap4,Time,Best Order,Best Successor,"r[j]-OC[j,c,t]"
77935,0.0,['end'],5,7,4,9,0,0,0,0.0
35103,267.0,"[49864, 36554, 51085, 51195, 36444, 35102]",8,6,6,9,2,4,51085,220.0
49864,145.0,"[65956, 51205, 49863, 64625, 51315, 65846]",7,6,5,9,1,4,65846,220.0
64625,0.0,['end'],6,6,4,9,0,0,0,0.0
36554,145.0,"[52646, 37895, 36553, 51315, 38005, 52536]",8,5,5,9,1,4,52536,220.0
51315,0.0,['end'],7,5,4,9,0,0,0,0.0
38005,0.0,['end'],8,4,4,9,0,0,0,0.0
46732,599.0,"[62824, 48073, 46731, 61493, 48183, 62714]",7,8,9,8,4,3,62824,200.0
61493,422.0,"[62944, 77475, 77585, 62834, 61492, 76254]",6,8,8,8,3,1,76254,100.0
76254,267.0,"[91015, 77705, 92236, 92346, 77595, 76253]",5,8,7,8,2,4,92236,220.0
91015,145.0,"[107107, 92356, 91014, 105776, 92466, 106997]",4,8,6,8,1,4,106997,220.0
105776,0.0,['end'],3,8,5,8,0,0,0,0.0
62714,422.0,"[77475, 64165, 78696, 78806, 64055, 62713]",6,7,9,7,3,1,77475,100.0
77475,267.0,"[78816, 77474, 92236, 78926, 93457, 93567]",5,7,8,7,2,4,93457,220.0
92236,145.0,"[108328, 93577, 92235, 106997, 93687, 108218]",4,7,7,7,1,4,108218,220.0
106997,0.0,['end'],3,7,6,7,0,0,0,0.0
78696,267.0,"[94788, 80037, 78695, 93457, 80147, 94678]",5,6,9,6,2,4,94678,220.0
93457,145.0,"[109549, 94798, 93456, 108218, 94908, 109439]",4,6,8,6,1,4,109439,220.0
108218,0.0,['end'],3,6,7,6,0,0,0,0.0
94678,145.0,"[96129, 110660, 110770, 96019, 94677, 109439]",4,5,9,5,1,4,110660,220.0
110660,0.0,['end'],3,4,9,4,0,0,0,0.0
109439,0.0,['end'],3,5,8,5,0,0,0,0.0
46842,599.0,"[61603, 48293, 62824, 62934, 48183, 46841]",7,8,8,9,4,3,62934,200.0
61603,422.0,"[62944, 61602, 76364, 63054, 77585, 77695]",6,8,7,9,3,1,76364,100.0
76364,267.0,"[92456, 77705, 76363, 91125, 77815, 92346]",5,8,6,9,2,4,92346,220.0
91125,145.0,"[92576, 107107, 107217, 92466, 91124, 105886]",4,8,5,9,1,4,107107,220.0
105886,0.0,['end'],3,8,4,9,0,0,0,0.0
48293,422.0,"[64385, 49634, 48292, 63054, 49744, 64275]",7,7,7,9,3,1,63054,100.0
63054,267.0,"[79146, 64395, 63053, 77815, 64505, 79036]",6,7,6,9,2,4,79036,220.0
77815,145.0,"[92576, 79266, 93797, 93907, 79156, 77814]",5,7,5,9,1,4,93797,220.0
92576,0.0,['end'],4,7,4,9,0,0,0,0.0
49744,267.0,"[65836, 51085, 49743, 64505, 51195, 65726]",7,6,6,9,2,4,65726,220.0
64505,145.0,"[79266, 65956, 80487, 80597, 65846, 64504]",6,6,5,9,1,4,80487,220.0
79266,0.0,['end'],5,6,4,9,0,0,0,0.0
51195,145.0,"[65956, 52646, 67177, 67287, 52536, 51194]",7,5,5,9,1,4,67177,220.0
65956,0.0,['end'],6,5,4,9,0,0,0,0.0
52646,0.0,['end'],7,4,4,9,0,0,0,0.0
62824,422.0,"[78916, 64165, 62823, 77585, 64275, 78806]",6,7,8,8,3,1,77585,100.0
77585,267.0,"[93677, 78926, 77584, 92346, 79036, 93567]",5,7,7,8,2,4,93567,220.0
92346,145.0,"[107107, 93797, 108328, 108438, 93687, 92345]",4,7,6,8,1,4,108328,220.0
107107,0.0,['end'],3,7,5,8,0,0,0,0.0
78806,267.0,"[80257, 94788, 94898, 80147, 78805, 93567]",5,6,8,7,2,4,94788,220.0
94788,145.0,"[110880, 96129, 94787, 109549, 96239, 110770]",4,5,8,6,1,4,110770,220.0
110770,0.0,['end'],3,4,8,5,0,0,0,0.0
93567,145.0,"[108328, 95018, 109549, 109659, 94908, 93566]",4,6,7,7,1,4,109549,220.0
108328,0.0,['end'],3,6,6,7,0,0,0,0.0
109549,0.0,['end'],3,5,7,6,0,0,0,0.0
62934,422.0,"[64385, 78916, 79026, 64275, 62933, 77695]",6,7,7,9,3,1,77695,100.0
64385,267.0,"[64384, 79146, 65836, 80367, 80477, 65726]",6,6,6,9,2,4,80367,220.0
65836,145.0,"[81928, 67177, 65835, 80597, 67287, 81818]",6,5,5,9,1,4,81818,220.0
67287,0.0,['end'],6,4,4,9,0,0,0,0.0
78916,267.0,"[95008, 80257, 78915, 93677, 80367, 94898]",5,6,7,8,2,4,94898,220.0
94898,145.0,"[110880, 110990, 96239, 94897, 109659, 96349]",4,5,7,7,1,4,110880,220.0
110880,0.0,['end'],3,4,7,6,0,0,0,0.0
79026,267.0,"[95008, 95118, 80367, 79025, 93787, 80477]",5,6,6,9,2,4,95008,220.0
95008,145.0,"[109769, 96459, 110990, 111100, 96349, 95007]",4,5,6,8,1,4,110990,220.0
110990,0.0,['end'],3,4,6,7,0,0,0,0.0
95118,145.0,"[111210, 96459, 95117, 109879, 96569, 111100]",4,5,5,9,1,4,111100,220.0
111210,0.0,['end'],3,4,4,9,0,0,0,0.0
111100,0.0,['end'],3,4,5,8,0,0,0,0.0
80477,145.0,"[95238, 81928, 96459, 96569, 81818, 80476]",5,5,5,9,1,4,96459,220.0
81928,0.0,['end'],5,4,4,9,0,0,0,0.0
96569,0.0,['end'],4,4,4,9,0,0,0,0.0
77695,267.0,"[92456, 79146, 93677, 93787, 79036, 77694]",5,7,6,9,2,4,93677,220.0
92456,145.0,"[108548, 93797, 92455, 107217, 93907, 108438]",4,7,5,9,1,4,108438,220.0
107217,0.0,['end'],3,7,4,9,0,0,0,0.0
79146,145.0,"[95238, 80487, 79145, 93907, 80597, 95128]",5,6,5,9,1,4,95128,220.0
93907,0.0,['end'],4,6,4,9,0,0,0,0.0
80597,0.0,['end'],5,5,4,9,0,0,0,0.0
93677,145.0,"[109769, 95018, 93676, 108438, 95128, 109659]",4,6,6,8,1,4,109659,220.0
108438,0.0,['end'],3,6,5,8,0,0,0,0.0
109659,0.0,['end'],3,5,6,7,0,0,0,0.0
93787,145.0,"[108548, 95238, 109769, 109879, 95128, 93786]",4,6,5,9,1,4,109769,220.0
108548,0.0,['end'],3,6,4,9,0,0,0,0.0
95238,0.0,['end'],4,5,4,9,0,0,0,0.0
109769,0.0,['end'],3,5,5,8,0,0,0,0.0
109879,0.0,['end'],3,5,4,9,0,0,0,0.0
32091,599.0,"[46852, 33542, 48073, 48183, 33432, 32090]",8,8,9,8,4,3,48183,200.0
46852,422.0,"[62944, 48193, 46851, 61613, 48303, 62834]",7,8,8,8,3,1,61613,100.0
61613,267.0,"[77705, 62954, 61612, 76374, 63064, 77595]",6,8,7,8,2,4,77595,220.0
76374,145.0,"[77825, 92356, 92466, 77715, 76373, 91135]",5,8,6,8,1,4,92356,220.0
91135,0.0,['end'],4,8,5,8,0,0,0,0.0
33542,422.0,"[49634, 34883, 33541, 48303, 34993, 49524]",8,7,8,8,3,1,48303,100.0
48303,267.0,"[64395, 49644, 48302, 63064, 49754, 64285]",7,7,7,8,2,4,64285,220.0
63064,145.0,"[77825, 64515, 79046, 79156, 64405, 63063]",6,7,6,8,1,4,79046,220.0
77825,0.0,['end'],5,7,5,8,0,0,0,0.0
34993,267.0,"[51085, 36334, 34992, 49754, 36444, 50975]",8,6,7,8,2,4,50975,220.0
49754,145.0,"[64515, 51205, 65736, 65846, 51095, 49753]",7,6,6,8,1,4,65736,220.0
64515,0.0,['end'],6,6,5,8,0,0,0,0.0
36444,145.0,"[51205, 37895, 52426, 52536, 37785, 36443]",8,5,6,8,1,4,52426,220.0
51205,0.0,['end'],7,5,5,8,0,0,0,0.0
37895,0.0,['end'],8,4,5,8,0,0,0,0.0
48073,422.0,"[64165, 49414, 48072, 62834, 49524, 64055]",7,7,9,7,3,1,62834,100.0
62834,267.0,"[78816, 78926, 64175, 62833, 77595, 64285]",6,7,8,7,2,4,78816,220.0
77595,145.0,"[92356, 79046, 93577, 93687, 78936, 77594]",5,7,7,7,1,4,93577,220.0
92356,0.0,['end'],4,7,6,7,0,0,0,0.0
64055,267.0,"[78816, 65506, 80037, 80147, 65396, 64054]",6,6,9,6,2,4,80037,220.0
78816,145.0,"[93577, 80267, 94798, 94908, 80157, 78815]",5,6,8,6,1,4,94798,220.0
93577,0.0,['end'],4,6,7,6,0,0,0,0.0
80037,145.0,"[96129, 81378, 80036, 94798, 81488, 96019]",5,5,9,5,1,4,96019,220.0
94798,0.0,['end'],4,5,8,5,0,0,0,0.0
96019,0.0,['end'],4,4,9,4,0,0,0,0.0
48183,422.0,"[62944, 49634, 64165, 64275, 49524, 48182]",7,7,8,8,3,1,62944,100.0
62944,267.0,"[77705, 64395, 78926, 79036, 64285, 62943]",6,7,7,8,2,4,78926,220.0
77705,145.0,"[93797, 79046, 77704, 92466, 79156, 93687]",5,7,6,8,1,4,93687,220.0
92466,0.0,['end'],4,7,5,8,0,0,0,0.0
49634,267.0,"[49633, 64395, 51085, 65616, 65726, 50975]",7,6,7,8,2,4,65616,220.0
64395,145.0,"[80487, 65736, 64394, 79156, 65846, 80377]",6,6,6,8,1,4,80377,220.0
79156,0.0,['end'],5,6,5,8,0,0,0,0.0
51085,145.0,"[67177, 52426, 51084, 65846, 52536, 67067]",7,5,6,8,1,4,67067,220.0
65846,0.0,['end'],6,5,5,8,0,0,0,0.0
52536,0.0,['end'],7,4,5,8,0,0,0,0.0
64165,267.0,"[80257, 65506, 64164, 78926, 65616, 80147]",6,6,8,7,2,4,80147,220.0
78926,145.0,"[95018, 80267, 78925, 93687, 80377, 94908]",5,6,7,7,1,4,94908,220.0
93687,0.0,['end'],4,6,6,7,0,0,0,0.0
80147,145.0,"[96129, 96239, 81488, 80146, 94908, 81598]",5,5,8,6,1,4,96129,220.0
96129,0.0,['end'],4,4,8,5,0,0,0,0.0
94908,0.0,['end'],4,5,7,6,0,0,0,0.0
64275,267.0,"[80257, 80367, 65616, 64274, 79036, 65726]",6,6,7,8,2,4,80257,220.0
80257,145.0,"[80256, 95018, 81708, 96239, 96349, 81598]",5,5,7,7,1,4,96239,220.0
96239,0.0,['end'],4,4,7,6,0,0,0,0.0
80367,145.0,"[96459, 81708, 80366, 95128, 81818, 96349]",5,5,6,8,1,4,96349,220.0
96459,0.0,['end'],4,4,5,8,0,0,0,0.0
96349,0.0,['end'],4,4,6,7,0,0,0,0.0
79036,145.0,"[93797, 80487, 95018, 95128, 80377, 79035]",5,6,6,8,1,4,95018,220.0
93797,0.0,['end'],4,6,5,8,0,0,0,0.0
95018,0.0,['end'],4,5,6,7,0,0,0,0.0
95128,0.0,['end'],4,5,5,8,0,0,0,0.0
65726,145.0,"[80487, 67177, 81708, 81818, 67067, 65725]",6,5,6,8,1,4,81708,220.0
80487,0.0,['end'],5,5,5,8,0,0,0,0.0
67177,0.0,['end'],6,4,5,8,0,0,0,0.0
81818,0.0,['end'],5,4,5,8,0,0,0,0.0
33432,422.0,"[48193, 34883, 49414, 49524, 34773, 33431]",8,7,9,7,3,1,48193,100.0
48193,267.0,"[48192, 62954, 49644, 64175, 64285, 49534]",7,7,8,7,2,4,64175,220.0
62954,145.0,"[79046, 64295, 62953, 77715, 64405, 78936]",6,7,7,7,1,4,78936,220.0
77715,0.0,['end'],5,7,6,7,0,0,0,0.0
34883,267.0,"[36224, 34882, 49644, 36334, 50865, 50975]",8,6,8,7,2,4,50865,220.0
49644,145.0,"[65736, 50985, 49643, 64405, 51095, 65626]",7,6,7,7,1,4,65626,220.0
64405,0.0,['end'],6,6,6,7,0,0,0,0.0
36334,145.0,"[52426, 37675, 36333, 51095, 37785, 52316]",8,5,7,7,1,4,52316,220.0
51095,0.0,['end'],7,5,6,7,0,0,0,0.0
37785,0.0,['end'],8,4,6,7,0,0,0,0.0
49414,267.0,"[65506, 50755, 49413, 64175, 50865, 65396]",7,6,9,6,2,4,65396,220.0
64175,145.0,"[80267, 65516, 64174, 78936, 65626, 80157]",6,6,8,6,1,4,80157,220.0
78936,0.0,['end'],5,6,7,6,0,0,0,0.0
65396,145.0,"[81378, 81488, 66737, 65395, 80157, 66847]",6,5,9,5,1,4,81378,220.0
81378,0.0,['end'],5,4,9,4,0,0,0,0.0
80157,0.0,['end'],5,5,8,5,0,0,0,0.0
49524,267.0,"[65506, 65616, 50865, 49523, 64285, 50975]",7,6,8,7,2,4,65506,220.0
65506,145.0,"[65505, 80267, 66957, 81488, 81598, 66847]",6,5,8,6,1,4,81488,220.0
81488,0.0,['end'],5,4,8,5,0,0,0,0.0
65616,145.0,"[81708, 66957, 65615, 80377, 67067, 81598]",6,5,7,7,1,4,81598,220.0
81708,0.0,['end'],5,4,6,7,0,0,0,0.0
81598,0.0,['end'],5,4,7,6,0,0,0,0.0
64285,145.0,"[79046, 65736, 80267, 80377, 65626, 64284]",6,6,7,7,1,4,80267,220.0
79046,0.0,['end'],5,6,6,7,0,0,0,0.0
80267,0.0,['end'],5,5,7,6,0,0,0,0.0
80377,0.0,['end'],5,5,6,7,0,0,0,0.0
50975,145.0,"[65736, 52426, 66957, 67067, 52316, 50974]",7,5,7,7,1,4,66957,220.0
65736,0.0,['end'],6,5,6,7,0,0,0,0.0
52426,0.0,['end'],7,4,6,7,0,0,0,0.0
67067,0.0,['end'],6,4,6,7,0,0,0,0.0
34773,267.0,"[36224, 50755, 50865, 36114, 34772, 49534]",8,6,9,6,2,4,50755,220.0
36224,145.0,"[50985, 37675, 52206, 52316, 37565, 36223]",8,5,8,6,1,4,52206,220.0
37675,0.0,['end'],8,4,7,6,0,0,0,0.0
50755,145.0,"[52096, 50754, 65516, 52206, 66737, 66847]",7,5,9,5,1,4,66737,220.0
66737,0.0,['end'],6,4,9,4,0,0,0,0.0
50865,145.0,"[66957, 52206, 50864, 65626, 52316, 66847]",7,5,8,6,1,4,66847,220.0
66957,0.0,['end'],6,4,7,6,0,0,0,0.0
52316,0.0,['end'],7,4,7,6,0,0,0,0.0
66847,0.0,['end'],6,4,8,5,0,0,0,0.0
36114,145.0,"[52096, 52206, 37455, 36113, 50875, 37565]",8,5,9,5,1,4,52096,220.0
52096,0.0,['end'],7,4,9,4,0,0,0,0.0
52206,0.0,['end'],7,4,8,5,0,0,0,0.0
37455,0.0,['end'],8,4,9,4,0,0,0,0.0
37565,0.0,['end'],8,4,8,5,0,0,0,0.0
49534,145.0,"[64295, 50985, 65516, 65626, 50875, 49533]",7,6,8,6,1,4,65516,220.0
64295,0.0,['end'],6,6,7,6,0,0,0,0.0
50985,0.0,['end'],7,5,7,6,0,0,0,0.0
65516,0.0,['end'],6,5,8,5,0,0,0,0.0
65626,0.0,['end'],6,5,7,6,0,0,0,0.0
50875,0.0,['end'],7,5,8,5,0,0,0,0.0
6,918.0,"[16098, 1347, 5, 14767, 1457, 15988]",10,10,10,10,6,4,15988,220.0
16098,764.0,"[16097, 30859, 17549, 32080, 32190, 17439]",9,9,9,10,5,3,32190,200.0
32190,599.0,"[46951, 33641, 48172, 48282, 33531, 32189]",8,8,8,10,4,3,48282,200.0
48282,422.0,"[63043, 49733, 64264, 64374, 49623, 48281]",7,7,7,10,3,1,63043,100.0
64374,267.0,"[65825, 80356, 80466, 65715, 64373, 79135]",6,6,6,10,2,4,80356,220.0
80466,145.0,"[96448, 96558, 81807, 80465, 95227, 81917]",5,5,5,10,1,4,96448,220.0
96558,0.0,['end'],4,4,4,10,0,0,0,0.0
1347,764.0,"[2688, 1346, 16108, 2798, 17329, 17439]",10,9,10,9,5,3,17439,200.0
2688,599.0,"[17449, 4139, 18670, 18780, 4029, 2687]",10,8,10,8,4,3,18780,200.0
4029,422.0,"[18790, 5480, 20011, 20121, 5370, 4028]",10,7,10,7,3,1,18790,100.0
5370,267.0,"[20131, 6821, 21352, 21462, 6711, 5369]",10,6,10,6,2,4,21352,220.0
6711,145.0,"[21472, 8162, 22693, 22803, 8052, 6710]",10,5,10,5,1,4,22693,220.0
8052,0.0,['end'],10,4,10,4,0,0,0,0.0
14767,764.0,"[30859, 16108, 14766, 29528, 16218, 30749]",9,10,9,10,5,3,30859,200.0
30859,599.0,"[46951, 32200, 30858, 45620, 32310, 46841]",8,9,8,10,4,3,46951,200.0
46951,422.0,"[63043, 48292, 46950, 61712, 48402, 62933]",7,8,7,10,3,1,61712,100.0
63043,267.0,"[64384, 63042, 77804, 64494, 79025, 79135]",6,7,6,10,2,4,79025,220.0
79135,145.0,"[93896, 80586, 95117, 95227, 80476, 79134]",5,6,5,10,1,4,95117,220.0
95227,0.0,['end'],4,5,4,10,0,0,0,0.0
16108,599.0,"[32200, 17449, 16107, 30869, 17559, 32090]",9,9,9,9,4,3,32200,200.0
17449,422.0,"[33541, 18790, 17448, 32210, 18900, 33431]",9,8,9,8,3,1,32210,100.0
18790,267.0,"[34882, 20131, 18789, 33551, 20241, 34772]",9,7,9,7,2,4,34772,220.0
20131,145.0,"[21472, 20130, 34892, 21582, 36113, 36223]",9,6,9,6,1,4,36113,220.0
21472,0.0,['end'],9,5,9,5,0,0,0,0.0
29528,599.0,"[44289, 30979, 45510, 45620, 30869, 29527]",8,10,8,10,4,3,45620,200.0
44289,422.0,"[44288, 59050, 45740, 60271, 60381, 45630]",7,10,7,10,3,1,59050,100.0
59050,267.0,"[75142, 60391, 59049, 73811, 60501, 75032]",6,10,6,10,2,4,75032,220.0
73811,145.0,"[89793, 89903, 75152, 73810, 88572, 75262]",5,10,5,10,1,4,89793,220.0
88572,0.0,['end'],4,10,4,10,0,0,0,0.0
45620,422.0,"[61602, 61712, 46961, 45619, 60381, 47071]",7,9,7,10,3,1,60381,100.0
61712,267.0,"[77804, 63053, 61711, 76473, 63163, 77694]",6,8,6,10,2,4,77694,220.0
77804,145.0,"[93896, 79145, 77803, 92565, 79255, 93786]",5,7,5,10,1,4,93786,220.0
93896,0.0,['end'],4,6,4,10,0,0,0,0.0
60381,267.0,"[75142, 61832, 76363, 76473, 61722, 60380]",6,9,6,10,2,4,76363,220.0
75142,145.0,"[91234, 76483, 75141, 89903, 76593, 91124]",5,9,5,10,1,4,91124,220.0
89903,0.0,['end'],4,9,4,10,0,0,0,0.0
76473,145.0,"[91234, 77924, 92455, 92565, 77814, 76472]",5,8,5,10,1,4,92455,220.0
91234,0.0,['end'],4,8,4,10,0,0,0,0.0
92565,0.0,['end'],4,7,4,10,0,0,0,0.0
30869,422.0,"[32320, 46851, 46961, 32210, 30868, 45630]",8,9,8,9,3,1,45630,100.0
32210,267.0,"[48192, 48302, 33551, 32209, 46971, 33661]",8,8,8,8,2,4,48192,220.0
33551,145.0,"[49643, 34892, 33550, 48312, 35002, 49533]",8,7,8,7,1,4,49533,220.0
34892,0.0,['end'],8,6,8,6,0,0,0,0.0
45630,267.0,"[60391, 47081, 61612, 61722, 46971, 45629]",7,9,7,9,2,4,61612,220.0
60391,145.0,"[76483, 61732, 60390, 75152, 61842, 76373]",6,9,6,9,1,4,76373,220.0
75152,0.0,['end'],5,9,5,9,0,0,0,0.0
46971,145.0,"[61732, 48422, 62953, 63063, 48312, 46970]",7,8,7,8,1,4,62953,220.0
61732,0.0,['end'],6,8,6,8,0,0,0,0.0
48312,0.0,['end'],7,7,7,7,0,0,0,0.0
1457,764.0,"[17549, 2798, 1456, 16218, 2908, 17439]",10,9,9,10,5,3,17549,200.0
17549,599.0,"[33641, 18890, 17548, 32310, 19000, 33531]",9,8,8,10,4,3,33641,200.0
33641,422.0,"[49733, 34982, 33640, 48402, 35092, 49623]",8,7,7,10,3,1,48402,100.0
49733,267.0,"[65825, 51074, 49732, 64494, 51184, 65715]",7,6,6,10,2,4,65715,220.0
65825,145.0,"[65824, 80586, 67276, 81807, 81917, 67166]",6,5,5,10,1,4,81807,220.0
81917,0.0,['end'],5,4,4,10,0,0,0,0.0
2798,599.0,"[18890, 4139, 2797, 17559, 4249, 18780]",10,8,9,9,4,3,18890,200.0
4139,422.0,"[20231, 5480, 4138, 18900, 5590, 20121]",10,7,9,8,3,1,18900,100.0
5480,267.0,"[21572, 6821, 5479, 20241, 6931, 21462]",10,6,9,7,2,4,21462,220.0
6821,145.0,"[22913, 8162, 6820, 21582, 8272, 22803]",10,5,9,6,1,4,22803,220.0
8162,0.0,['end'],10,4,9,5,0,0,0,0.0
16218,599.0,"[30979, 17669, 32200, 32310, 17559, 16217]",9,9,8,10,4,3,32310,200.0
30979,422.0,"[32320, 30978, 45740, 32430, 46961, 47071]",8,9,7,10,3,1,45740,100.0
45740,267.0,"[61832, 47081, 45739, 60501, 47191, 61722]",7,9,6,10,2,4,61722,220.0
60501,145.0,"[61952, 76483, 76593, 61842, 60500, 75262]",6,9,5,10,1,4,76483,220.0
75262,0.0,['end'],5,9,4,10,0,0,0,0.0
32310,422.0,"[33761, 48292, 48402, 33651, 32309, 47071]",8,8,7,10,3,1,47071,100.0
48402,267.0,"[64384, 64494, 49743, 48401, 63163, 49853]",7,7,6,10,2,4,64384,220.0
64494,145.0,"[80586, 65835, 64493, 79255, 65945, 80476]",6,6,5,10,1,4,80476,220.0
80586,0.0,['end'],5,5,4,10,0,0,0,0.0
47071,267.0,"[61832, 48522, 63053, 63163, 48412, 47070]",7,8,6,10,2,4,63053,220.0
61832,145.0,"[77924, 63173, 61831, 76593, 63283, 77814]",6,8,5,10,1,4,77814,220.0
76593,0.0,['end'],5,8,4,10,0,0,0,0.0
63163,145.0,"[77924, 64614, 79145, 79255, 64504, 63162]",6,7,5,10,1,4,79145,220.0
77924,0.0,['end'],5,7,4,10,0,0,0,0.0
79255,0.0,['end'],5,6,4,10,0,0,0,0.0
17559,422.0,"[32320, 19010, 33541, 33651, 18900, 17558]",9,8,8,9,3,1,32320,100.0
32320,267.0,"[47081, 33771, 48302, 48412, 33661, 32319]",8,8,7,9,2,4,48302,220.0
47081,145.0,"[63173, 48422, 47080, 61842, 48532, 63063]",7,8,6,9,1,4,63063,220.0
61842,0.0,['end'],6,8,5,9,0,0,0,0.0
18900,267.0,"[34882, 34992, 20241, 18899, 33661, 20351]",9,7,8,8,2,4,34882,220.0
20241,145.0,"[36333, 21582, 20240, 35002, 21692, 36223]",9,6,8,7,1,4,36223,220.0
21582,0.0,['end'],9,5,8,6,0,0,0,0.0
33661,145.0,"[48422, 35112, 49643, 49753, 35002, 33660]",8,7,7,8,1,4,49643,220.0
48422,0.0,['end'],7,7,6,8,0,0,0,0.0
35002,0.0,['end'],8,6,7,7,0,0,0,0.0
2908,599.0,"[17669, 4359, 18890, 19000, 4249, 2907]",10,8,8,10,4,3,19000,200.0
17669,422.0,"[33761, 19010, 17668, 32430, 19120, 33651]",9,8,7,10,3,1,32430,100.0
32430,267.0,"[48522, 33771, 32429, 47191, 33881, 48412]",8,8,6,10,2,4,48412,220.0
47191,145.0,"[61952, 48642, 63173, 63283, 48532, 47190]",7,8,5,10,1,4,63173,220.0
61952,0.0,['end'],6,8,4,10,0,0,0,0.0
4359,422.0,"[20451, 5700, 4358, 19120, 5810, 20341]",10,7,7,10,3,1,19120,100.0
19120,267.0,"[35212, 20461, 19119, 33881, 20571, 35102]",9,7,6,10,2,4,35102,220.0
33881,145.0,"[48642, 35332, 49863, 49973, 35222, 33880]",8,7,5,10,1,4,49863,220.0
48642,0.0,['end'],7,7,4,10,0,0,0,0.0
5810,267.0,"[21792, 21902, 7151, 5809, 20571, 7261]",10,6,6,10,2,4,21792,220.0
20571,145.0,"[35332, 22022, 36553, 36663, 21912, 20570]",9,6,5,10,1,4,36553,220.0
35332,0.0,['end'],8,6,4,10,0,0,0,0.0
7261,145.0,"[22022, 8712, 23243, 23353, 8602, 7260]",10,5,5,10,1,4,23243,220.0
22022,0.0,['end'],9,5,4,10,0,0,0,0.0
8712,0.0,['end'],10,4,4,10,0,0,0,0.0
19000,422.0,"[33761, 20451, 34982, 35092, 20341, 18999]",9,7,7,10,3,1,33761,100.0
33761,267.0,"[33760, 48522, 35212, 49743, 49853, 35102]",8,7,6,10,2,4,49743,220.0
48522,145.0,"[64614, 49863, 48521, 63283, 49973, 64504]",7,7,5,10,1,4,64504,220.0
63283,0.0,['end'],6,7,4,10,0,0,0,0.0
20451,267.0,"[21792, 20450, 35212, 21902, 36433, 36543]",9,6,6,10,2,4,36433,220.0
35212,145.0,"[51304, 36553, 35211, 49973, 36663, 51194]",8,6,5,10,1,4,51194,220.0
49973,0.0,['end'],7,6,4,10,0,0,0,0.0
21902,145.0,"[37994, 23243, 21901, 36663, 23353, 37884]",9,5,5,10,1,4,37884,220.0
36663,0.0,['end'],8,5,4,10,0,0,0,0.0
23353,0.0,['end'],9,4,4,10,0,0,0,0.0
35092,267.0,"[51074, 51184, 36433, 35091, 49853, 36543]",8,6,6,10,2,4,51074,220.0
51184,145.0,"[67276, 52525, 51183, 65945, 52635, 67166]",7,5,5,10,1,4,67166,220.0
67276,0.0,['end'],6,4,4,10,0,0,0,0.0
49853,145.0,"[64614, 51304, 65835, 65945, 51194, 49852]",7,6,5,10,1,4,65835,220.0
64614,0.0,['end'],6,6,4,10,0,0,0,0.0
65945,0.0,['end'],6,5,4,10,0,0,0,0.0
36543,145.0,"[51304, 37994, 52525, 52635, 37884, 36542]",8,5,5,10,1,4,52525,220.0
51304,0.0,['end'],7,5,4,10,0,0,0,0.0
37994,0.0,['end'],8,4,4,10,0,0,0,0.0
52635,0.0,['end'],7,4,4,10,0,0,0,0.0
4249,422.0,"[19010, 5700, 20231, 20341, 5590, 4248]",10,7,8,9,3,1,19010,100.0
19010,267.0,"[19009, 33771, 20461, 34992, 35102, 20351]",9,7,7,9,2,4,34992,220.0
33771,145.0,"[49863, 35112, 33770, 48532, 35222, 49753]",8,7,6,9,1,4,49753,220.0
48532,0.0,['end'],7,7,5,9,0,0,0,0.0
5700,267.0,"[21792, 7041, 5699, 20461, 7151, 21682]",10,6,7,9,2,4,21682,220.0
20461,145.0,"[36553, 21802, 20460, 35222, 21912, 36443]",9,6,6,9,1,4,36443,220.0
35222,0.0,['end'],8,6,5,9,0,0,0,0.0
7151,145.0,"[23243, 8492, 7150, 21912, 8602, 23133]",10,5,6,9,1,4,23133,220.0
21912,0.0,['end'],9,5,5,9,0,0,0,0.0
8602,0.0,['end'],10,4,5,9,0,0,0,0.0
5590,267.0,"[7041, 21572, 21682, 6931, 5589, 20351]",10,6,8,8,2,4,21572,220.0
7041,145.0,"[7040, 21802, 8492, 23023, 23133, 8382]",10,5,7,8,1,4,23023,220.0
8492,0.0,['end'],10,4,6,8,0,0,0,0.0
6931,145.0,"[22913, 23023, 8272, 6930, 21692, 8382]",10,5,8,7,1,4,22913,220.0
8272,0.0,['end'],10,4,8,6,0,0,0,0.0
8382,0.0,['end'],10,4,7,7,0,0,0,0.0
20351,145.0,"[35112, 21802, 36333, 36443, 21692, 20350]",9,6,7,8,1,4,36333,220.0
35112,0.0,['end'],8,6,6,8,0,0,0,0.0
21802,0.0,['end'],9,5,6,8,0,0,0,0.0
21692,0.0,['end'],9,5,7,7,0,0,0,0.0
15988,764.0,"[31970, 32080, 17329, 15987, 30749, 17439]",9,9,10,9,5,3,32080,200.0
31970,599.0,"[31969, 46731, 33421, 47952, 48062, 33311]",8,8,10,8,4,3,48062,200.0
47952,422.0,"[64044, 49293, 47951, 62713, 49403, 63934]",7,7,10,7,3,1,62713,100.0
63934,267.0,"[78695, 65385, 79916, 80026, 65275, 63933]",6,6,10,6,2,4,79916,220.0
79916,145.0,"[96008, 81257, 79915, 94677, 81367, 95898]",5,5,10,5,1,4,95898,220.0
95898,0.0,['end'],4,4,10,4,0,0,0,0.0
32080,599.0,"[48172, 33421, 32079, 46841, 33531, 48062]",8,8,9,9,4,3,48172,200.0
